date,AAPL,GOOGL,MSFT
2017-08-25,156.7252,939.21,71.2623
2017-08-28,157.2062,931.88,71.4579
2017-08-29,157.1669,919.95,70.6657
2017-08-30,160.7991,935.67,71.409
2017-08-31,160.6421,946.3,72.4066
2017-09-01,161.7808,957.47,73.0717
2017-09-05,160.75,946.86,71.7318
2017-09-06,159.7291,943.87,72.123
2017-09-07,159.1205,944.25,72.0643
2017-09-08,157.913,949.7,72.7001
2017-09-11,157.5596,947.2,72.6805
2017-09-12,159.6309,946.92,73.1206
2017-09-13,156.9411,945.5,73.2869
2017-09-14,156.0772,946.0,73.3554
2017-09-15,155.5668,940.09,73.1891
2017-09-18,157.1767,935.01,73.5803
2017-09-19,156.5877,933.41,73.5608
2017-09-20,155.0072,937.73,73.6977
2017-09-21,152.9457,948.13,73.463
2017-09-22,149.2349,942.77,72.3675
2017-09-25,147.2421,939.45,72.4653
2017-09-26,148.9993,936.69,72.0545
2017-09-27,150.9823,942.74,71.9372
2017-09-28,151.0707,956.25,71.9274
2017-09-29,150.4031,966.0,72.3186
2017-10-02,151.4339,975.65,73.0717
2017-10-03,151.1885,967.56,73.0326
2017-10-04,150.8154,971.76,72.3773
2017-10-05,151.3554,972.79,73.5705
2017-10-06,152.1309,980.0,74.0107
2017-10-09,152.9555,995.0,74.3041
2017-10-10,153.196,995.3,74.6562
2017-10-11,153.1126,989.04,74.6855
2017-10-12,153.4856,1003.84,74.8127
2017-10-13,153.8586,1009.11,75.8886
2017-10-16,155.0072,1009.63,75.7223
2017-10-17,156.8528,1007.44,75.7712
2017-10-18,157.481,1011.05,75.9668
2017-10-19,153.8783,1004.75,75.869
2017-10-20,153.7408,1007.05,76.6026
2017-10-23,154.0157,1005.18,77.2579
2017-10-24,153.4267,986.5,77.1698
2017-10-25,154.0353,986.27,76.8569
2017-10-26,154.3495,998.47,77.4633
2017-10-27,156.3717,1030.99,82.5199
2017-10-30,160.8875,1029.16,81.8646
2017-10-31,164.824,1033.0,82.5101
2017-11-01,166.7579,1036.32,81.845
2017-11-02,164.5688,1039.99,81.5223
2017-11-03,170.8123,1042.75,82.2363
2017-11-06,169.2072,1049.1,82.3536
2017-11-07,170.7239,1049.65,82.9111
2017-11-08,171.4602,1050.05,82.2949
2017-11-09,171.9019,1048.0,82.2656
2017-11-10,172.5199,1043.87,81.9526
2017-11-13,170.9337,1040.8,81.8255
2017-11-14,170.4805,1037.72,81.669
2017-11-15,167.4559,1035.0,82.0496
2017-11-16,168.648,1038.75,81.6859
2017-11-17,168.5101,1049.8,81.7056
2017-11-20,167.7712,1036.0,80.9978
2017-11-21,168.2539,1040.04,81.3321
2017-11-22,170.7958,1051.16,82.4035
2017-11-24,172.51,1054.39,81.5975
2017-11-27,172.4608,1058.57,81.8924
2017-11-28,171.7219,1073.99,82.6394
2017-11-29,170.0766,1056.18,83.2685
2017-11-30,167.9091,1039.94,82.089
2017-12-01,167.4362,1030.41,82.1774
2017-12-04,169.9288,1027.8,82.9835
2017-12-05,166.5594,1010.99,79.9559
2017-12-06,165.0224,1016.52,80.1623
2017-12-07,166.5298,1036.07,81.1355
2017-12-08,167.9682,1051.81,82.2069
2017-12-11,166.6973,1051.11,82.8557
2017-12-12,169.6037,1050.0,83.8583
2017-12-13,169.9485,1052.08,84.281
2017-12-14,169.85,1055.49,83.9763
2017-12-15,171.0618,1063.78,83.8092
2017-12-18,172.2933,1076.45,85.6375
2017-12-19,172.4411,1083.02,84.8806
2017-12-20,172.2834,1080.92,84.7332
2017-12-21,171.5938,1075.39,84.5857
2017-12-22,172.0962,1070.0,83.9468
2017-12-26,168.2736,1068.64,83.8583
2017-12-27,167.584,1066.6,84.1925
2017-12-28,168.4707,1062.25,84.4383
2017-12-29,167.9978,1055.49,84.1729
2018-01-02,167.6431,1053.02,84.6595
2018-01-03,169.978,1073.93,84.5906
2018-01-04,169.9879,1097.09,85.1165
2018-01-05,170.8746,1103.45,86.1683
2018-01-08,171.7711,1111.0,86.6991
2018-01-09,171.9682,1118.44,87.1415
2018-01-10,170.5987,1107.0,86.3649
2018-01-11,172.0076,1112.31,86.6303
2018-01-12,173.5741,1110.1,87.1611
2018-01-16,175.2686,1140.31,88.5668
2018-01-17,173.5445,1136.36,87.5642
2018-01-18,176.7169,1139.35,88.2719
2018-01-19,175.9681,1138.03,88.6061
2018-01-22,174.6775,1143.82,88.4685
2018-01-23,174.6775,1170.62,90.3362
2018-01-24,174.6282,1184.98,90.9751
2018-01-25,171.9238,1180.71,90.8916
2018-01-26,169.4559,1187.53,91.5354
2018-01-29,167.6431,1188.0,93.521
2018-01-30,163.0767,1177.72,91.7124
2018-01-31,164.4018,1183.81,92.1547
2018-02-01,164.6924,1175.99,93.177
2018-02-02,163.5446,1127.42,92.0466
2018-02-05,156.7467,1100.61,89.019
2018-02-06,152.5399,1033.98,85.4114
2018-02-07,160.6728,1084.97,88.9502
2018-02-08,157.9191,1059.87,88.1834
2018-02-09,155.3777,1025.88,84.8315
2018-02-12,156.7923,1056.67,87.225
2018-02-13,160.2051,1050.0,87.4167
2018-02-14,161.2883,1054.32,87.4125
2018-02-15,167.9607,1083.45,90.079
2018-02-16,170.503,1093.38,91.3037
2018-02-20,170.1963,1092.76,90.3408
2018-02-21,170.9679,1109.1,91.8271
2018-02-22,169.949,1119.17,90.9086
2018-02-23,171.7989,1118.66,91.5999
2018-02-26,174.45,1131.86,93.2295
2018-02-27,177.1704,1143.7,94.5529
2018-02-28,177.3286,1122.0,93.664
2018-03-01,176.6164,1109.54,92.8246
2018-03-02,170.9382,1057.98,90.4445
2018-03-05,173.3223,1078.13,91.195
2018-03-06,175.9932,1102.1,93.1702
2018-03-07,173.0552,1092.82,92.0049
2018-03-08,173.5894,1117.2,93.1011
2018-03-09,176.0426,1139.5,94.1085
2018-03-12,178.3475,1165.05,95.3035
2018-03-13,180.6228,1171.83,95.7973
2018-03-14,178.3772,1145.8,93.9406
2018-03-15,176.5768,1149.57,92.3703
2018-03-16,176.7252,1155.35,93.506
2018-03-19,175.4095,1117.76,92.5777
2018-03-20,173.3519,1098.4,91.8962
2018-03-21,173.1541,1092.57,91.7777
2018-03-22,168.1684,1080.01,90.1334
2018-03-23,166.5757,1051.37,88.3902
2018-03-26,166.2592,1050.6,89.4865
2018-03-27,171.8088,1063.9,93.7628
2018-03-28,165.448,1001.91,88.7063
2018-03-29,165.997,1011.21,89.0618
2018-04-02,166.0712,1027.62,89.3482
2018-04-03,165.8338,1016.15,88.4643
2018-04-04,163.1036,998.23,86.7607
2018-04-05,170.7206,1046.39,91.2889
2018-04-06,169.1279,1023.1,90.3556
2018-04-09,168.0497,1020.04,89.9112
2018-04-10,171.1361,1030.26,91.2444
2018-04-11,170.3744,1032.0,90.8691
2018-04-12,171.5417,1031.47,91.2839
2018-04-13,172.8969,1046.89,92.8838
2018-04-16,173.1443,1045.55,92.9036
2018-04-17,174.5885,1061.2,93.8221
2018-04-18,175.8943,1079.01,95.0269
2018-04-19,173.0651,1069.02,95.2442
2018-04-20,168.757,1084.27,94.7208
2018-04-23,165.0373,1082.98,94.5564
2018-04-24,163.8851,1059.2,95.0487
2018-04-25,160.8679,1029.75,92.1431
2018-04-26,162.3518,1033.22,92.39
2018-04-27,162.233,1045.54,96.3898
2018-04-30,160.3834,1034.42,95.1356
2018-05-01,164.6173,1016.3,92.0542
2018-05-02,173.3371,1034.0,93.8122
2018-05-03,173.985,1025.37,91.8073
2018-05-04,176.3295,1019.61,92.1629
2018-05-07,183.1849,1053.89,93.9899
2018-05-08,182.9969,1064.62,94.6572
2018-05-09,184.5401,1064.1,94.8195
2018-05-10,185.7173,1095.0,96.2515
2018-05-11,188.1712,1100.41,96.5873
2018-05-14,187.6945,1105.57,96.7058
2018-05-15,185.48,1096.9,96.0343
2018-05-16,184.775,1085.09,96.5696
2018-05-17,186.6915,1081.46,95.9745
2018-05-18,185.8872,1066.0,95.2305
2018-05-21,186.6915,1079.0,96.2125
2018-05-22,187.0639,1089.8,96.887
2018-05-23,185.053,1070.0,95.9249
2018-05-24,187.4562,1086.9,97.9235
2018-05-25,186.9199,1086.55,97.502
2018-05-29,186.2943,1076.0,97.0457
2018-05-30,186.4135,1073.48,97.5119
2018-05-31,185.917,1082.0,98.4839
2018-06-01,186.6828,1112.87,98.4738
2018-06-04,190.3013,1138.5,100.4379
2018-06-05,191.7213,1154.66,101.1719
2018-06-06,192.2824,1152.77,101.648
2018-06-07,192.7888,1144.58,101.8166
2018-06-08,189.8395,1131.21,100.2717
2018-06-11,190.0182,1132.94,100.547
2018-06-12,190.053,1141.02,100.2792
2018-06-13,191.0808,1152.28,100.8942
2018-06-14,190.2168,1152.21,100.8248
2018-06-15,188.7074,1159.92,100.6859
2018-06-18,186.5724,1152.69,99.1981
2018-06-19,183.8515,1170.11,98.841
2018-06-20,185.053,1183.3,100.547
2018-06-21,185.9468,1185.51,101.2463
2018-06-22,184.8246,1171.49,99.5948
2018-06-25,182.1236,1155.0,99.1881
2018-06-26,181.7164,1144.14,98.0177
2018-06-27,183.9386,1136.0,98.7716
2018-06-28,182.8187,1112.39,96.5894
2018-06-29,184.9934,1132.31,98.1268
2018-07-02,182.5406,1115.35,97.3036
2018-07-03,186.483,1149.42,99.6643
2018-07-05,183.9706,1124.6,98.6922
2018-07-06,184.1295,1141.77,99.0741
2018-07-09,188.1811,1160.0,100.82
2018-07-10,189.3827,1169.99,101.1719
2018-07-11,187.1881,1155.62,100.3288
2018-07-12,188.2109,1174.86,101.9357
2018-07-13,189.7501,1202.8,103.5227
2018-07-16,190.187,1203.81,104.5443
2018-07-17,188.4294,1182.74,103.7607
2018-07-18,190.4452,1208.53,105.0799
2018-07-19,188.3698,1206.65,104.0781
2018-07-20,190.4452,1199.24,107.2026
2018-07-23,189.3529,1195.66,105.437
2018-07-24,191.1106,1271.0,107.6886
2018-07-25,191.7165,1252.62,107.0786
2018-07-26,193.2555,1267.18,109.841
2018-07-27,193.6329,1289.12,109.2855
2018-07-30,190.5644,1245.05,106.3198
2018-07-31,188.9755,1231.71,105.6255
2018-08-01,197.7441,1239.11,105.1692
2018-08-02,199.184,1218.5,104.5443
2018-08-03,205.5891,1245.18,106.9248
2018-08-06,206.5524,1241.61,107.2422
2018-08-07,207.8632,1252.01,107.6787
2018-08-08,204.6159,1256.72,108.4424
2018-08-09,205.8374,1262.73,108.8193
2018-08-10,206.639,1259.18,108.5317
2018-08-13,206.9778,1251.2,108.3531
2018-08-14,209.4243,1252.5,107.6787
2018-08-15,208.4925,1244.28,108.0234
2018-08-16,211.0137,1241.99,107.8342
2018-08-17,212.6979,1222.04,106.8982
2018-08-20,217.3417,1220.66,107.0476
2018-08-21,216.0462,1223.02,106.4601
2018-08-22,213.3556,1214.22,105.3947
2018-08-23,213.9037,1219.88,106.6891
2018-08-24,215.8469,1226.0,107.2069
2018-08-27,216.395,1244.14,108.8
2018-08-28,218.2485,1255.9,109.4671
2018-08-29,219.3845,1255.0,109.975
2018-08-30,222.4738,1263.4,111.1897
2018-08-31,225.7224,1252.21,111.2046
2018-09-04,227.6158,1222.52,110.3732
2018-09-05,228.1938,1209.22,110.5325
2018-09-06,225.4434,1198.57,107.7844
2018-09-07,221.0786,1172.0,107.7645
2018-09-10,220.1818,1184.2,108.3719
2018-09-11,217.252,1171.1,108.4316
2018-09-12,224.1579,1182.0,110.9507
2018-09-13,222.7428,1179.7,111.6378
2018-09-14,224.9651,1188.0,112.8724
2018-09-17,221.3776,1177.77,113.201
2018-09-18,217.0327,1162.66,111.7075
2018-09-19,217.7403,1168.96,112.5638
2018-09-20,219.4742,1180.67,111.7971
2018-09-21,220.0123,1194.92,113.5097
2018-09-24,216.0661,1159.41,112.5439
2018-09-25,218.9859,1184.25,114.3062
2018-09-26,220.2316,1193.69,113.9777
2018-09-27,223.0418,1200.0,114.2863
2018-09-28,224.0084,1204.09,113.6989
2018-10-01,227.1574,1213.0,114.2565
2018-10-02,226.4599,1206.67,114.8041
2018-10-03,229.2501,1212.0,114.9236
2018-10-04,229.9776,1205.03,114.1171
2018-10-05,227.1674,1176.0,112.1456
2018-10-08,221.4374,1160.0,111.1797
2018-10-09,222.8624,1151.31,110.662
2018-10-10,224.6761,1136.4,110.7616
2018-10-11,213.7741,1079.04,104.8969
2018-10-12,219.6536,1119.64,108.5411
2018-10-15,220.391,1118.0,108.4416
2018-10-16,218.1688,1113.48,109.0689
2018-10-17,221.5271,1140.0,111.1997
2018-10-18,217.1025,1130.0,109.6265
2018-10-19,217.3018,1103.71,108.4615
2018-10-22,219.0258,1112.51,108.8498
2018-10-23,215.0796,1091.29,107.3065
2018-10-24,221.826,1115.0,107.9437
2018-10-25,216.953,1080.3,106.0917
2018-10-26,215.1493,1048.33,105.2354
2018-10-29,218.4279,1096.54,107.64
2018-10-30,210.4158,1020.01,103.2142
2018-10-31,216.1259,1068.2,104.9815
2018-11-01,218.2884,1091.4,106.5896
2018-11-02,208.8214,1089.0,106.022
2018-11-05,203.5896,1072.53,105.9125
2018-11-06,201.2179,1055.02,106.9182
2018-11-07,205.2538,1083.49,108.9693
2018-11-08,209.98,1107.3,111.3191
2018-11-09,205.55,1084.02,110.3732
2018-11-12,199.0,1073.13,108.9494
2018-11-13,191.63,1054.81,107.0874
2018-11-14,193.9,1060.0,108.1
2018-11-15,188.39,1051.46,104.99
2018-11-16,190.5,1065.23,107.08
2018-11-19,190.0,1063.39,108.27
2018-11-20,178.37,1007.29,101.8
2018-11-21,179.73,1045.31,103.6
2018-11-23,174.94,1033.5,102.17
2018-11-26,174.24,1044.0,104.79
2018-11-27,171.51,1051.34,106.27
2018-11-28,176.73,1057.46,107.89
2018-11-29,182.66,1083.53,110.33
2018-11-30,180.29,1095.63,110.7
2018-12-03,184.46,1132.16,113.0
2018-12-04,180.95,1112.99,111.94
2018-12-06,171.76,1045.0,105.82
2018-12-07,173.49,1072.23,108.38
2018-12-10,165.0,1042.94,104.8
2018-12-11,171.66,1066.94,109.8
2018-12-12,170.4,1077.08,110.89
2018-12-13,170.49,1075.67,109.58
2018-12-14,169.0,1060.02,108.25
2018-12-17,165.45,1047.01,105.41
2018-12-18,165.38,1034.0,103.75
2018-12-19,166.0,1047.29,103.65
2018-12-20,160.4,1026.0,103.05
2018-12-21,156.86,1032.04,101.63
2018-12-24,148.15,984.32,97.68
2018-12-26,148.3,997.99,95.14
2018-12-27,155.84,1026.2,99.3
2018-12-28,157.5,1059.5,102.09
2018-12-31,158.53,1057.83,101.29
