"DIM1","Vanus","DIM3","Sugu","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"11","11","1","Mehed ja naised","1990","1990",22353,,
"11","11","1","Mehed ja naised","1991","1991",22146,,
"11","11","1","Mehed ja naised","1992","1992",22398,,
"11","11","1","Mehed ja naised","1993","1993",21983,,
"11","11","1","Mehed ja naised","1994","1994",21621,,
"11","11","1","Mehed ja naised","1995","1995",22204,,
"11","11","1","Mehed ja naised","1996","1996",21992,,
"11","11","1","Mehed ja naised","1997","1997",21228,,
"11","11","1","Mehed ja naised","1998","1998",21174,,
"11","11","1","Mehed ja naised","1999","1999",21973,,
"22","22","3","Naised","1950","1950",8748,,
"22","22","3","Naised","1951","1951",10746,,
"22","22","3","Naised","1952","1952",9350,,
"22","22","3","Naised","1953","1953",10253,,
"22","22","3","Naised","1954","1954",9968,,
"22","22","3","Naised","1955","1955",10049,,
"22","22","3","Naised","1956","1956",9146,,
"22","22","3","Naised","1957","1957",8840,,
"22","22","3","Naised","1958","1958",9314,,
"22","22","3","Naised","1959","1959",10281,,
"22","22","3","Naised","1960","1960",10349,,
"22","22","3","Naised","1961","1961",10271,,
"22","22","3","Naised","1962","1962",10110,,
"22","22","3","Naised","1963","1963",9503,,
"22","22","3","Naised","1964","1964",10746,,
"22","22","3","Naised","1965","1965",9007,,
"22","22","3","Naised","1966","1966",7574,,
"22","22","3","Naised","1967","1967",7679,,
"22","22","3","Naised","1968","1968",7610,,
"22","22","3","Naised","1969","1969",9270,,
"22","22","3","Naised","1970","1970",9782,,
"22","22","3","Naised","1971","1971",10433,,
"22","22","3","Naised","1972","1972",10953,,
"22","22","3","Naised","1973","1973",10445,,
"22","22","3","Naised","1974","1974",10928,,
"22","22","3","Naised","1975","1975",10895,,
"22","22","3","Naised","1976","1976",10156,,
"22","22","3","Naised","1977","1977",10939,,
"22","22","3","Naised","1978","1978",11291,,
"22","22","3","Naised","1979","1979",10920,,
"22","22","3","Naised","1980","1980",10802,,
"22","22","3","Naised","1981","1981",11300,,
"22","22","3","Naised","1982","1982",11149,,
"22","22","3","Naised","1983","1983",11493,,
"22","22","3","Naised","1984","1984",11297,,
"22","22","3","Naised","1985","1985",10859,,
"22","22","3","Naised","1986","1986",10587,,
"22","22","3","Naised","1987","1987",10410,,
"22","22","3","Naised","1988","1988",10094,,
"22","22","3","Naised","1989","1989",9832,,
"22","22","3","Naised","1990","1990",9858,,
"22","22","3","Naised","1991","1991",10168,,
"22","22","3","Naised","1992","1992",10349,,
"22","22","3","Naised","1993","1993",10406,,
"22","22","3","Naised","1994","1994",10214,,
"22","22","3","Naised","1995","1995",9911,,
"22","22","3","Naised","1996","1996",9425,,
"22","22","3","Naised","1997","1997",9527,,
"22","22","3","Naised","1998","1998",9304,,
"22","22","3","Naised","1999","1999",9390,,
"52","52","2","Mehed","1950","1950",4580,,
"52","52","2","Mehed","1951","1951",5117,,
"52","52","2","Mehed","1952","1952",5159,,
"52","52","2","Mehed","1953","1953",5666,,
"52","52","2","Mehed","1954","1954",5358,,
"52","52","2","Mehed","1955","1955",5997,,
"52","52","2","Mehed","1956","1956",6012,,
"52","52","2","Mehed","1957","1957",5912,,
"52","52","2","Mehed","1958","1958",5706,,
"52","52","2","Mehed","1959","1959",6380,,
"52","52","2","Mehed","1960","1960",5824,,
"52","52","2","Mehed","1961","1961",5890,,
"52","52","2","Mehed","1962","1962",6065,,
"52","52","2","Mehed","1963","1963",6345,,
"52","52","2","Mehed","1964","1964",6152,,
"52","52","2","Mehed","1965","1965",6296,,
"52","52","2","Mehed","1966","1966",6015,,
"52","52","2","Mehed","1967","1967",6075,,
"52","52","2","Mehed","1968","1968",5243,,
"52","52","2","Mehed","1969","1969",4362,,
"52","52","2","Mehed","1970","1970",3885,,
"52","52","2","Mehed","1971","1971",5324,,
"52","52","2","Mehed","1972","1972",4867,,
"52","52","2","Mehed","1973","1973",5205,,
"52","52","2","Mehed","1974","1974",5904,,
"52","52","2","Mehed","1975","1975",6189,,
"52","52","2","Mehed","1976","1976",6611,,
"52","52","2","Mehed","1977","1977",6830,,
"52","52","2","Mehed","1978","1978",7027,,
"52","52","2","Mehed","1979","1979",7991,,
"52","52","2","Mehed","1980","1980",9465,,
"52","52","2","Mehed","1981","1981",9333,,
"52","52","2","Mehed","1982","1982",9166,,
"52","52","2","Mehed","1983","1983",9597,,
"52","52","2","Mehed","1984","1984",9261,,
"52","52","2","Mehed","1985","1985",9183,,
"52","52","2","Mehed","1986","1986",8183,,
"52","52","2","Mehed","1987","1987",8071,,
"52","52","2","Mehed","1988","1988",8855,,
"52","52","2","Mehed","1989","1989",9054,,
"52","52","2","Mehed","1990","1990",9822,,
"52","52","2","Mehed","1991","1991",9754,,
"52","52","2","Mehed","1992","1992",9501,,
"52","52","2","Mehed","1993","1993",8744,,
"52","52","2","Mehed","1994","1994",9524,,
"52","52","2","Mehed","1995","1995",7703,,
"52","52","2","Mehed","1996","1996",6296,,
"52","52","2","Mehed","1997","1997",6175,,
"52","52","2","Mehed","1998","1998",6253,,
"52","52","2","Mehed","1999","1999",7324,,
"68","68","1","Mehed ja naised","1950","1950",7065,,
"68","68","1","Mehed ja naised","1951","1951",7667,,
"68","68","1","Mehed ja naised","1952","1952",8084,,
"68","68","1","Mehed ja naised","1953","1953",8153,,
"68","68","1","Mehed ja naised","1954","1954",8412,,
"68","68","1","Mehed ja naised","1955","1955",8452,,
"68","68","1","Mehed ja naised","1956","1956",7761,,
"68","68","1","Mehed ja naised","1957","1957",9222,,
"68","68","1","Mehed ja naised","1958","1958",8617,,
"68","68","1","Mehed ja naised","1959","1959",9167,,
"68","68","1","Mehed ja naised","1960","1960",8976,,
"68","68","1","Mehed ja naised","1961","1961",9153,,
"68","68","1","Mehed ja naised","1962","1962",9167,,
"68","68","1","Mehed ja naised","1963","1963",8971,,
"68","68","1","Mehed ja naised","1964","1964",9737,,
"68","68","1","Mehed ja naised","1965","1965",9788,,
"68","68","1","Mehed ja naised","1966","1966",9725,,
"68","68","1","Mehed ja naised","1967","1967",10533,,
"68","68","1","Mehed ja naised","1968","1968",10617,,
"68","68","1","Mehed ja naised","1969","1969",11434,,
"68","68","1","Mehed ja naised","1970","1970",11065,,
"68","68","1","Mehed ja naised","1971","1971",11962,,
"68","68","1","Mehed ja naised","1972","1972",11796,,
"68","68","1","Mehed ja naised","1973","1973",11826,,
"68","68","1","Mehed ja naised","1974","1974",11579,,
"68","68","1","Mehed ja naised","1975","1975",12325,,
"68","68","1","Mehed ja naised","1976","1976",12191,,
"68","68","1","Mehed ja naised","1977","1977",12001,,
"68","68","1","Mehed ja naised","1978","1978",12188,,
"68","68","1","Mehed ja naised","1979","1979",12652,,
"68","68","1","Mehed ja naised","1980","1980",12595,,
"68","68","1","Mehed ja naised","1981","1981",12696,,
"68","68","1","Mehed ja naised","1982","1982",11988,,
"68","68","1","Mehed ja naised","1983","1983",12034,,
"68","68","1","Mehed ja naised","1984","1984",10182,,
"68","68","1","Mehed ja naised","1985","1985",8344,,
"68","68","1","Mehed ja naised","1986","1986",7471,,
"68","68","1","Mehed ja naised","1987","1987",10008,,
"68","68","1","Mehed ja naised","1988","1988",9122,,
"68","68","1","Mehed ja naised","1989","1989",9752,,
"68","68","1","Mehed ja naised","1990","1990",11839,,
"68","68","1","Mehed ja naised","1991","1991",12323,,
"68","68","1","Mehed ja naised","1992","1992",13178,,
"68","68","1","Mehed ja naised","1993","1993",13153,,
"68","68","1","Mehed ja naised","1994","1994",13169,,
"68","68","1","Mehed ja naised","1995","1995",13898,,
"68","68","1","Mehed ja naised","1996","1996",14581,,
"68","68","1","Mehed ja naised","1997","1997",14769,,
"68","68","1","Mehed ja naised","1998","1998",14251,,
"68","68","1","Mehed ja naised","1999","1999",14596,,
"65","65","3","Naised","1950","1950",5629,,
"65","65","3","Naised","1951","1951",5926,,
"65","65","3","Naised","1952","1952",6007,,
"65","65","3","Naised","1953","1953",5403,,
"65","65","3","Naised","1954","1954",6556,,
"65","65","3","Naised","1955","1955",6053,,
"65","65","3","Naised","1956","1956",6384,,
"65","65","3","Naised","1957","1957",6308,,
"65","65","3","Naised","1958","1958",6491,,
"65","65","3","Naised","1959","1959",6665,,
"65","65","3","Naised","1960","1960",6395,,
"65","65","3","Naised","1961","1961",7024,,
"65","65","3","Naised","1962","1962",7019,,
"65","65","3","Naised","1963","1963",6701,,
"65","65","3","Naised","1964","1964",7518,,
"65","65","3","Naised","1965","1965",7375,,
"65","65","3","Naised","1966","1966",8322,,
"65","65","3","Naised","1967","1967",7548,,
"65","65","3","Naised","1968","1968",8029,,
"65","65","3","Naised","1969","1969",7953,,
"65","65","3","Naised","1970","1970",8059,,
"65","65","3","Naised","1971","1971",7967,,
"65","65","3","Naised","1972","1972",8367,,
"65","65","3","Naised","1973","1973",8424,,
"65","65","3","Naised","1974","1974",8265,,
"65","65","3","Naised","1975","1975",8442,,
"65","65","3","Naised","1976","1976",8817,,
"65","65","3","Naised","1977","1977",8531,,
"65","65","3","Naised","1978","1978",8713,,
"65","65","3","Naised","1979","1979",8216,,
"65","65","3","Naised","1980","1980",8241,,
"65","65","3","Naised","1981","1981",6886,,
"65","65","3","Naised","1982","1982",5771,,
"65","65","3","Naised","1983","1983",5183,,
"65","65","3","Naised","1984","1984",6824,,
"65","65","3","Naised","1985","1985",6354,,
"65","65","3","Naised","1986","1986",6758,,
"65","65","3","Naised","1987","1987",8395,,
"65","65","3","Naised","1988","1988",8963,,
"65","65","3","Naised","1989","1989",9496,,
"65","65","3","Naised","1990","1990",9547,,
"65","65","3","Naised","1991","1991",9563,,
"65","65","3","Naised","1992","1992",9813,,
"65","65","3","Naised","1993","1993",9574,,
"65","65","3","Naised","1994","1994",10010,,
"65","65","3","Naised","1995","1995",9357,,
"65","65","3","Naised","1996","1996",9534,,
"65","65","3","Naised","1997","1997",9277,,
"65","65","3","Naised","1998","1998",9420,,
"65","65","3","Naised","1999","1999",8130,,
"80","80","1","Mehed ja naised","1950","1950",2539,,
"80","80","1","Mehed ja naised","1951","1951",3031,,
"80","80","1","Mehed ja naised","1952","1952",2788,,
"80","80","1","Mehed ja naised","1953","1953",2965,,
"80","80","1","Mehed ja naised","1954","1954",3155,,
"80","80","1","Mehed ja naised","1955","1955",3288,,
"80","80","1","Mehed ja naised","1956","1956",3180,,
"80","80","1","Mehed ja naised","1957","1957",3186,,
"80","80","1","Mehed ja naised","1958","1958",3037,,
"80","80","1","Mehed ja naised","1959","1959",3216,,
"80","80","1","Mehed ja naised","1960","1960",3343,,
"80","80","1","Mehed ja naised","1961","1961",3676,,
"80","80","1","Mehed ja naised","1962","1962",3295,,
"80","80","1","Mehed ja naised","1963","1963",3701,,
"80","80","1","Mehed ja naised","1964","1964",3882,,
"80","80","1","Mehed ja naised","1965","1965",3935,,
"80","80","1","Mehed ja naised","1966","1966",4183,,
"80","80","1","Mehed ja naised","1967","1967",4200,,
"80","80","1","Mehed ja naised","1968","1968",4064,,
"80","80","1","Mehed ja naised","1969","1969",4412,,
"80","80","1","Mehed ja naised","1970","1970",4367,,
"80","80","1","Mehed ja naised","1971","1971",4416,,
"80","80","1","Mehed ja naised","1972","1972",4551,,
"80","80","1","Mehed ja naised","1973","1973",4650,,
"80","80","1","Mehed ja naised","1974","1974",4514,,
"80","80","1","Mehed ja naised","1975","1975",4534,,
"80","80","1","Mehed ja naised","1976","1976",4846,,
"80","80","1","Mehed ja naised","1977","1977",4858,,
"80","80","1","Mehed ja naised","1978","1978",4747,,
"80","80","1","Mehed ja naised","1979","1979",5315,,
"80","80","1","Mehed ja naised","1980","1980",5193,,
"80","80","1","Mehed ja naised","1981","1981",5804,,
"80","80","1","Mehed ja naised","1982","1982",5498,,
"80","80","1","Mehed ja naised","1983","1983",5994,,
"80","80","1","Mehed ja naised","1984","1984",6068,,
"80","80","1","Mehed ja naised","1985","1985",5977,,
"80","80","1","Mehed ja naised","1986","1986",5828,,
"80","80","1","Mehed ja naised","1987","1987",6171,,
"80","80","1","Mehed ja naised","1988","1988",6062,,
"80","80","1","Mehed ja naised","1989","1989",6091,,
"80","80","1","Mehed ja naised","1990","1990",6225,,
"80","80","1","Mehed ja naised","1991","1991",6532,,
"80","80","1","Mehed ja naised","1992","1992",6397,,
"80","80","1","Mehed ja naised","1993","1993",6428,,
"80","80","1","Mehed ja naised","1994","1994",6018,,
"80","80","1","Mehed ja naised","1995","1995",6036,,
"80","80","1","Mehed ja naised","1996","1996",5102,,
"80","80","1","Mehed ja naised","1997","1997",4153,,
"80","80","1","Mehed ja naised","1998","1998",3669,,
"80","80","1","Mehed ja naised","1999","1999",4902,,
"3","3","3","Naised","1950","1950",8117,,
"3","3","3","Naised","1951","1951",8274,,
"3","3","3","Naised","1952","1952",8919,,
"3","3","3","Naised","1953","1953",8932,,
"3","3","3","Naised","1954","1954",8693,,
"3","3","3","Naised","1955","1955",8986,,
"3","3","3","Naised","1956","1956",9301,,
"3","3","3","Naised","1957","1957",9003,,
"3","3","3","Naised","1958","1958",9541,,
"3","3","3","Naised","1959","1959",9676,,
"3","3","3","Naised","1960","1960",9160,,
"3","3","3","Naised","1961","1961",9009,,
"3","3","3","Naised","1962","1962",9304,,
"3","3","3","Naised","1963","1963",9746,,
"3","3","3","Naised","1964","1964",9928,,
"3","3","3","Naised","1965","1965",10104,,
"3","3","3","Naised","1966","1966",9741,,
"3","3","3","Naised","1967","1967",9466,,
"3","3","3","Naised","1968","1968",9536,,
"3","3","3","Naised","1969","1969",9269,,
"3","3","3","Naised","1970","1970",9174,,
"3","3","3","Naised","1971","1971",9413,,
"3","3","3","Naised","1972","1972",9908,,
"3","3","3","Naised","1973","1973",9929,,
"3","3","3","Naised","1974","1974",10781,,
"3","3","3","Naised","1975","1975",10727,,
"3","3","3","Naised","1976","1976",10851,,
"3","3","3","Naised","1977","1977",10413,,
"3","3","3","Naised","1978","1978",10710,,
"3","3","3","Naised","1979","1979",10631,,
"3","3","3","Naised","1980","1980",10831,,
"3","3","3","Naised","1981","1981",10867,,
"3","3","3","Naised","1982","1982",10763,,
"3","3","3","Naised","1983","1983",10796,,
"3","3","3","Naised","1984","1984",11052,,
"3","3","3","Naised","1985","1985",11135,,
"3","3","3","Naised","1986","1986",11379,,
"3","3","3","Naised","1987","1987",11902,,
"3","3","3","Naised","1988","1988",12048,,
"3","3","3","Naised","1989","1989",11842,,
"3","3","3","Naised","1990","1990",11675,,
"3","3","3","Naised","1991","1991",11980,,
"3","3","3","Naised","1992","1992",11968,,
"3","3","3","Naised","1993","1993",11054,,
"3","3","3","Naised","1994","1994",10074,,
"3","3","3","Naised","1995","1995",8745,,
"3","3","3","Naised","1996","1996",8282,,
"3","3","3","Naised","1997","1997",6926,,
"3","3","3","Naised","1998","1998",6598,,
"3","3","3","Naised","1999","1999",6292,,
"33","33","2","Mehed","1950","1950",4106,,
"33","33","2","Mehed","1951","1951",3473,,
"33","33","2","Mehed","1952","1952",5338,,
"33","33","2","Mehed","1953","1953",4575,,
"33","33","2","Mehed","1954","1954",5583,,
"33","33","2","Mehed","1955","1955",5808,,
"33","33","2","Mehed","1956","1956",6279,,
"33","33","2","Mehed","1957","1957",6853,,
"33","33","2","Mehed","1958","1958",6817,,
"33","33","2","Mehed","1959","1959",7273,,
"33","33","2","Mehed","1960","1960",8632,,
"33","33","2","Mehed","1961","1961",9486,,
"33","33","2","Mehed","1962","1962",10237,,
"33","33","2","Mehed","1963","1963",10109,,
"33","33","2","Mehed","1964","1964",10869,,
"33","33","2","Mehed","1965","1965",10391,,
"33","33","2","Mehed","1966","1966",10534,,
"33","33","2","Mehed","1967","1967",9447,,
"33","33","2","Mehed","1968","1968",9408,,
"33","33","2","Mehed","1969","1969",10121,,
"33","33","2","Mehed","1970","1970",10451,,
"33","33","2","Mehed","1971","1971",11626,,
"33","33","2","Mehed","1972","1972",11396,,
"33","33","2","Mehed","1973","1973",11420,,
"33","33","2","Mehed","1974","1974",10652,,
"33","33","2","Mehed","1975","1975",11705,,
"33","33","2","Mehed","1976","1976",9429,,
"33","33","2","Mehed","1977","1977",7946,,
"33","33","2","Mehed","1978","1978",7981,,
"33","33","2","Mehed","1979","1979",7980,,
"33","33","2","Mehed","1980","1980",10095,,
"33","33","2","Mehed","1981","1981",10427,,
"33","33","2","Mehed","1982","1982",11117,,
"33","33","2","Mehed","1983","1983",11701,,
"33","33","2","Mehed","1984","1984",11267,,
"33","33","2","Mehed","1985","1985",11469,,
"33","33","2","Mehed","1986","1986",11500,,
"33","33","2","Mehed","1987","1987",11433,,
"33","33","2","Mehed","1988","1988",12058,,
"33","33","2","Mehed","1989","1989",12084,,
"33","33","2","Mehed","1990","1990",11864,,
"33","33","2","Mehed","1991","1991",11774,,
"33","33","2","Mehed","1992","1992",11697,,
"33","33","2","Mehed","1993","1993",11332,,
"33","33","2","Mehed","1994","1994",10944,,
"33","33","2","Mehed","1995","1995",10485,,
"33","33","2","Mehed","1996","1996",10176,,
"33","33","2","Mehed","1997","1997",9405,,
"33","33","2","Mehed","1998","1998",9287,,
"33","33","2","Mehed","1999","1999",8664,,
"37","37","1","Mehed ja naised","1950","1950",15721,,
"37","37","1","Mehed ja naised","1951","1951",15472,,
"37","37","1","Mehed ja naised","1952","1952",14871,,
"37","37","1","Mehed ja naised","1953","1953",13003,,
"37","37","1","Mehed ja naised","1954","1954",11344,,
"37","37","1","Mehed ja naised","1955","1955",9381,,
"37","37","1","Mehed ja naised","1956","1956",13503,,
"37","37","1","Mehed ja naised","1957","1957",11674,,
"37","37","1","Mehed ja naised","1958","1958",14002,,
"37","37","1","Mehed ja naised","1959","1959",15056,,
"37","37","1","Mehed ja naised","1960","1960",16601,,
"37","37","1","Mehed ja naised","1961","1961",17850,,
"37","37","1","Mehed ja naised","1962","1962",17756,,
"37","37","1","Mehed ja naised","1963","1963",18256,,
"37","37","1","Mehed ja naised","1964","1964",20065,,
"37","37","1","Mehed ja naised","1965","1965",21142,,
"37","37","1","Mehed ja naised","1966","1966",22269,,
"37","37","1","Mehed ja naised","1967","1967",21566,,
"37","37","1","Mehed ja naised","1968","1968",22213,,
"37","37","1","Mehed ja naised","1969","1969",21622,,
"37","37","1","Mehed ja naised","1970","1970",21831,,
"37","37","1","Mehed ja naised","1971","1971",19283,,
"37","37","1","Mehed ja naised","1972","1972",19213,,
"37","37","1","Mehed ja naised","1973","1973",20363,,
"37","37","1","Mehed ja naised","1974","1974",21620,,
"37","37","1","Mehed ja naised","1975","1975",23284,,
"37","37","1","Mehed ja naised","1976","1976",23008,,
"37","37","1","Mehed ja naised","1977","1977",22720,,
"37","37","1","Mehed ja naised","1978","1978",20865,,
"37","37","1","Mehed ja naised","1979","1979",23303,,
"37","37","1","Mehed ja naised","1980","1980",18638,,
"37","37","1","Mehed ja naised","1981","1981",15771,,
"37","37","1","Mehed ja naised","1982","1982",15938,,
"37","37","1","Mehed ja naised","1983","1983",16137,,
"37","37","1","Mehed ja naised","1984","1984",20127,,
"37","37","1","Mehed ja naised","1985","1985",21084,,
"37","37","1","Mehed ja naised","1986","1986",22267,,
"37","37","1","Mehed ja naised","1987","1987",23382,,
"37","37","1","Mehed ja naised","1988","1988",22242,,
"37","37","1","Mehed ja naised","1989","1989",22941,,
"37","37","1","Mehed ja naised","1990","1990",23092,,
"37","37","1","Mehed ja naised","1991","1991",22545,,
"37","37","1","Mehed ja naised","1992","1992",23606,,
"37","37","1","Mehed ja naised","1993","1993",22927,,
"37","37","1","Mehed ja naised","1994","1994",21707,,
"37","37","1","Mehed ja naised","1995","1995",21128,,
"37","37","1","Mehed ja naised","1996","1996",20834,,
"37","37","1","Mehed ja naised","1997","1997",20805,,
"37","37","1","Mehed ja naised","1998","1998",20775,,
"37","37","1","Mehed ja naised","1999","1999",20357,,
"88","Vanus teadmata","3","Naised","1950","1950",0,,
"88","Vanus teadmata","3","Naised","1951","1951",0,,
"88","Vanus teadmata","3","Naised","1952","1952",0,,
"88","Vanus teadmata","3","Naised","1953","1953",0,,
"88","Vanus teadmata","3","Naised","1954","1954",0,,
"88","Vanus teadmata","3","Naised","1955","1955",0,,
"88","Vanus teadmata","3","Naised","1956","1956",0,,
"88","Vanus teadmata","3","Naised","1957","1957",0,,
"88","Vanus teadmata","3","Naised","1958","1958",0,,
"88","Vanus teadmata","3","Naised","1959","1959",18,,
"88","Vanus teadmata","3","Naised","1960","1960",76,,
"88","Vanus teadmata","3","Naised","1961","1961",127,,
"88","Vanus teadmata","3","Naised","1962","1962",176,,
"88","Vanus teadmata","3","Naised","1963","1963",237,,
"88","Vanus teadmata","3","Naised","1964","1964",299,,
"88","Vanus teadmata","3","Naised","1965","1965",360,,
"88","Vanus teadmata","3","Naised","1966","1966",421,,
"88","Vanus teadmata","3","Naised","1967","1967",479,,
"88","Vanus teadmata","3","Naised","1968","1968",541,,
"88","Vanus teadmata","3","Naised","1969","1969",599,,
"88","Vanus teadmata","3","Naised","1970","1970",654,,
"88","Vanus teadmata","3","Naised","1971","1971",607,,
"88","Vanus teadmata","3","Naised","1972","1972",542,,
"88","Vanus teadmata","3","Naised","1973","1973",496,,
"88","Vanus teadmata","3","Naised","1974","1974",445,,
"88","Vanus teadmata","3","Naised","1975","1975",393,,
"88","Vanus teadmata","3","Naised","1976","1976",342,,
"88","Vanus teadmata","3","Naised","1977","1977",297,,
"88","Vanus teadmata","3","Naised","1978","1978",243,,
"88","Vanus teadmata","3","Naised","1979","1979",201,,
"88","Vanus teadmata","3","Naised","1980","1980",183,,
"88","Vanus teadmata","3","Naised","1981","1981",164,,
"88","Vanus teadmata","3","Naised","1982","1982",141,,
"88","Vanus teadmata","3","Naised","1983","1983",129,,
"88","Vanus teadmata","3","Naised","1984","1984",108,,
"88","Vanus teadmata","3","Naised","1985","1985",87,,
"88","Vanus teadmata","3","Naised","1986","1986",60,,
"88","Vanus teadmata","3","Naised","1987","1987",41,,
"88","Vanus teadmata","3","Naised","1988","1988",23,,
"88","Vanus teadmata","3","Naised","1989","1989",0,,
"88","Vanus teadmata","3","Naised","1990","1990",0,,
"88","Vanus teadmata","3","Naised","1991","1991",0,,
"88","Vanus teadmata","3","Naised","1992","1992",0,,
"88","Vanus teadmata","3","Naised","1993","1993",0,,
"88","Vanus teadmata","3","Naised","1994","1994",0,,
"88","Vanus teadmata","3","Naised","1995","1995",0,,
"88","Vanus teadmata","3","Naised","1996","1996",0,,
"88","Vanus teadmata","3","Naised","1997","1997",0,,
"88","Vanus teadmata","3","Naised","1998","1998",0,,
"88","Vanus teadmata","3","Naised","1999","1999",0,,
"46","46","3","Naised","1950","1950",8741,,
"46","46","3","Naised","1951","1951",8685,,
"46","46","3","Naised","1952","1952",8480,,
"46","46","3","Naised","1953","1953",9106,,
"46","46","3","Naised","1954","1954",8471,,
"46","46","3","Naised","1955","1955",9149,,
"46","46","3","Naised","1956","1956",8822,,
"46","46","3","Naised","1957","1957",9817,,
"46","46","3","Naised","1958","1958",8906,,
"46","46","3","Naised","1959","1959",9184,,
"46","46","3","Naised","1960","1960",9074,,
"46","46","3","Naised","1961","1961",8790,,
"46","46","3","Naised","1962","1962",7578,,
"46","46","3","Naised","1963","1963",6516,,
"46","46","3","Naised","1964","1964",5506,,
"46","46","3","Naised","1965","1965",7557,,
"46","46","3","Naised","1966","1966",6994,,
"46","46","3","Naised","1967","1967",7785,,
"46","46","3","Naised","1968","1968",9175,,
"46","46","3","Naised","1969","1969",10091,,
"46","46","3","Naised","1970","1970",10598,,
"46","46","3","Naised","1971","1971",10926,,
"46","46","3","Naised","1972","1972",10795,,
"46","46","3","Naised","1973","1973",11170,,
"46","46","3","Naised","1974","1974",11226,,
"46","46","3","Naised","1975","1975",11772,,
"46","46","3","Naised","1976","1976",11101,,
"46","46","3","Naised","1977","1977",11318,,
"46","46","3","Naised","1978","1978",10992,,
"46","46","3","Naised","1979","1979",11187,,
"46","46","3","Naised","1980","1980",9964,,
"46","46","3","Naised","1981","1981",9682,,
"46","46","3","Naised","1982","1982",10197,,
"46","46","3","Naised","1983","1983",11012,,
"46","46","3","Naised","1984","1984",11805,,
"46","46","3","Naised","1985","1985",11537,,
"46","46","3","Naised","1986","1986",11342,,
"46","46","3","Naised","1987","1987",10375,,
"46","46","3","Naised","1988","1988",11900,,
"46","46","3","Naised","1989","1989",9372,,
"46","46","3","Naised","1990","1990",7870,,
"46","46","3","Naised","1991","1991",7879,,
"46","46","3","Naised","1992","1992",8135,,
"46","46","3","Naised","1993","1993",9855,,
"46","46","3","Naised","1994","1994",10235,,
"46","46","3","Naised","1995","1995",10422,,
"46","46","3","Naised","1996","1996",10866,,
"46","46","3","Naised","1997","1997",10015,,
"46","46","3","Naised","1998","1998",10393,,
"46","46","3","Naised","1999","1999",10237,,
"76","76","2","Mehed","1950","1950",1509,,
"76","76","2","Mehed","1951","1951",1553,,
"76","76","2","Mehed","1952","1952",1427,,
"76","76","2","Mehed","1953","1953",1472,,
"76","76","2","Mehed","1954","1954",1400,,
"76","76","2","Mehed","1955","1955",1409,,
"76","76","2","Mehed","1956","1956",1447,,
"76","76","2","Mehed","1957","1957",1508,,
"76","76","2","Mehed","1958","1958",1409,,
"76","76","2","Mehed","1959","1959",1569,,
"76","76","2","Mehed","1960","1960",1634,,
"76","76","2","Mehed","1961","1961",1603,,
"76","76","2","Mehed","1962","1962",1670,,
"76","76","2","Mehed","1963","1963",1720,,
"76","76","2","Mehed","1964","1964",1586,,
"76","76","2","Mehed","1965","1965",1814,,
"76","76","2","Mehed","1966","1966",1751,,
"76","76","2","Mehed","1967","1967",1862,,
"76","76","2","Mehed","1968","1968",1828,,
"76","76","2","Mehed","1969","1969",1827,,
"76","76","2","Mehed","1970","1970",1660,,
"76","76","2","Mehed","1971","1971",1771,,
"76","76","2","Mehed","1972","1972",1876,,
"76","76","2","Mehed","1973","1973",1777,,
"76","76","2","Mehed","1974","1974",1936,,
"76","76","2","Mehed","1975","1975",2066,,
"76","76","2","Mehed","1976","1976",2138,,
"76","76","2","Mehed","1977","1977",2220,,
"76","76","2","Mehed","1978","1978",2248,,
"76","76","2","Mehed","1979","1979",2533,,
"76","76","2","Mehed","1980","1980",2522,,
"76","76","2","Mehed","1981","1981",2450,,
"76","76","2","Mehed","1982","1982",2332,,
"76","76","2","Mehed","1983","1983",2576,,
"76","76","2","Mehed","1984","1984",2512,,
"76","76","2","Mehed","1985","1985",2423,,
"76","76","2","Mehed","1986","1986",2512,,
"76","76","2","Mehed","1987","1987",2501,,
"76","76","2","Mehed","1988","1988",2546,,
"76","76","2","Mehed","1989","1989",2722,,
"76","76","2","Mehed","1990","1990",2447,,
"76","76","2","Mehed","1991","1991",2513,,
"76","76","2","Mehed","1992","1992",2215,,
"76","76","2","Mehed","1993","1993",1703,,
"76","76","2","Mehed","1994","1994",1398,,
"76","76","2","Mehed","1995","1995",2074,,
"76","76","2","Mehed","1996","1996",1790,,
"76","76","2","Mehed","1997","1997",1846,,
"76","76","2","Mehed","1998","1998",2240,,
"76","76","2","Mehed","1999","1999",2252,,
"29","29","3","Naised","1950","1950",7896,,
"29","29","3","Naised","1951","1951",8780,,
"29","29","3","Naised","1952","1952",9924,,
"29","29","3","Naised","1953","1953",10726,,
"29","29","3","Naised","1954","1954",10511,,
"29","29","3","Naised","1955","1955",10711,,
"29","29","3","Naised","1956","1956",11343,,
"29","29","3","Naised","1957","1957",10498,,
"29","29","3","Naised","1958","1958",12246,,
"29","29","3","Naised","1959","1959",10681,,
"29","29","3","Naised","1960","1960",11387,,
"29","29","3","Naised","1961","1961",10765,,
"29","29","3","Naised","1962","1962",10933,,
"29","29","3","Naised","1963","1963",9932,,
"29","29","3","Naised","1964","1964",9521,,
"29","29","3","Naised","1965","1965",10112,,
"29","29","3","Naised","1966","1966",10983,,
