"DIM1","Vanus","DIM3","Sugu","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"75","75","1","Mehed ja naised","1950","1950",5262,,
"75","75","1","Mehed ja naised","1951","1951",5020,,
"75","75","1","Mehed ja naised","1952","1952",5014,,
"75","75","1","Mehed ja naised","1953","1953",4863,,
"75","75","1","Mehed ja naised","1954","1954",5031,,
"75","75","1","Mehed ja naised","1955","1955",5184,,
"75","75","1","Mehed ja naised","1956","1956",5488,,
"75","75","1","Mehed ja naised","1957","1957",5050,,
"75","75","1","Mehed ja naised","1958","1958",5544,,
"75","75","1","Mehed ja naised","1959","1959",5851,,
"75","75","1","Mehed ja naised","1960","1960",5919,,
"75","75","1","Mehed ja naised","1961","1961",6182,,
"75","75","1","Mehed ja naised","1962","1962",6330,,
"75","75","1","Mehed ja naised","1963","1963",5746,,
"75","75","1","Mehed ja naised","1964","1964",6703,,
"75","75","1","Mehed ja naised","1965","1965",6449,,
"75","75","1","Mehed ja naised","1966","1966",6721,,
"75","75","1","Mehed ja naised","1967","1967",6649,,
"75","75","1","Mehed ja naised","1968","1968",6849,,
"75","75","1","Mehed ja naised","1969","1969",6649,,
"75","75","1","Mehed ja naised","1970","1970",6698,,
"75","75","1","Mehed ja naised","1971","1971",7194,,
"75","75","1","Mehed ja naised","1972","1972",7133,,
"75","75","1","Mehed ja naised","1973","1973",7229,,
"75","75","1","Mehed ja naised","1974","1974",7842,,
"75","75","1","Mehed ja naised","1975","1975",7895,,
"75","75","1","Mehed ja naised","1976","1976",8661,,
"75","75","1","Mehed ja naised","1977","1977",8250,,
"75","75","1","Mehed ja naised","1978","1978",8807,,
"75","75","1","Mehed ja naised","1979","1979",8795,,
"75","75","1","Mehed ja naised","1980","1980",8703,,
"75","75","1","Mehed ja naised","1981","1981",8569,,
"75","75","1","Mehed ja naised","1982","1982",9081,,
"75","75","1","Mehed ja naised","1983","1983",8937,,
"75","75","1","Mehed ja naised","1984","1984",8920,,
"75","75","1","Mehed ja naised","1985","1985",9122,,
"75","75","1","Mehed ja naised","1986","1986",9400,,
"75","75","1","Mehed ja naised","1987","1987",9231,,
"75","75","1","Mehed ja naised","1988","1988",9527,,
"75","75","1","Mehed ja naised","1989","1989",8918,,
"75","75","1","Mehed ja naised","1990","1990",8931,,
"75","75","1","Mehed ja naised","1991","1991",7560,,
"75","75","1","Mehed ja naised","1992","1992",6131,,
"75","75","1","Mehed ja naised","1993","1993",5425,,
"75","75","1","Mehed ja naised","1994","1994",7178,,
"75","75","1","Mehed ja naised","1995","1995",6453,,
"75","75","1","Mehed ja naised","1996","1996",6837,,
"75","75","1","Mehed ja naised","1997","1997",8427,,
"75","75","1","Mehed ja naised","1998","1998",8844,,
"75","75","1","Mehed ja naised","1999","1999",9482,,
"31","31","2","Mehed","1950","1950",4990,,
"31","31","2","Mehed","1951","1951",4293,,
"31","31","2","Mehed","1952","1952",5269,,
"31","31","2","Mehed","1953","1953",5537,,
"31","31","2","Mehed","1954","1954",6157,,
"31","31","2","Mehed","1955","1955",6845,,
"31","31","2","Mehed","1956","1956",6785,,
"31","31","2","Mehed","1957","1957",7180,,
"31","31","2","Mehed","1958","1958",8473,,
"31","31","2","Mehed","1959","1959",9185,,
"31","31","2","Mehed","1960","1960",10171,,
"31","31","2","Mehed","1961","1961",9942,,
"31","31","2","Mehed","1962","1962",10746,,
"31","31","2","Mehed","1963","1963",10221,,
"31","31","2","Mehed","1964","1964",10405,,
"31","31","2","Mehed","1965","1965",9469,,
"31","31","2","Mehed","1966","1966",9527,,
"31","31","2","Mehed","1967","1967",10133,,
"31","31","2","Mehed","1968","1968",10410,,
"31","31","2","Mehed","1969","1969",11508,,
"31","31","2","Mehed","1970","1970",11276,,
"31","31","2","Mehed","1971","1971",11462,,
"31","31","2","Mehed","1972","1972",10733,,
"31","31","2","Mehed","1973","1973",11846,,
"31","31","2","Mehed","1974","1974",9566,,
"31","31","2","Mehed","1975","1975",8072,,
"31","31","2","Mehed","1976","1976",8038,,
"31","31","2","Mehed","1977","1977",8059,,
"31","31","2","Mehed","1978","1978",10151,,
"31","31","2","Mehed","1979","1979",10512,,
"31","31","2","Mehed","1980","1980",11204,,
"31","31","2","Mehed","1981","1981",11811,,
"31","31","2","Mehed","1982","1982",11370,,
"31","31","2","Mehed","1983","1983",11632,,
"31","31","2","Mehed","1984","1984",11590,,
"31","31","2","Mehed","1985","1985",11536,,
"31","31","2","Mehed","1986","1986",12152,,
"31","31","2","Mehed","1987","1987",12261,,
"31","31","2","Mehed","1988","1988",12065,,
"31","31","2","Mehed","1989","1989",11910,,
"31","31","2","Mehed","1990","1990",11998,,
"31","31","2","Mehed","1991","1991",12012,,
"31","31","2","Mehed","1992","1992",11952,,
"31","31","2","Mehed","1993","1993",11243,,
"31","31","2","Mehed","1994","1994",10747,,
"31","31","2","Mehed","1995","1995",9835,,
"31","31","2","Mehed","1996","1996",9608,,
"31","31","2","Mehed","1997","1997",8895,,
"31","31","2","Mehed","1998","1998",8678,,
"31","31","2","Mehed","1999","1999",8383,,
"32","32","1","Mehed ja naised","1950","1950",8518,,
"32","32","1","Mehed ja naised","1951","1951",12823,,
"32","32","1","Mehed ja naised","1952","1952",11156,,
"32","32","1","Mehed ja naised","1953","1953",13610,,
"32","32","1","Mehed ja naised","1954","1954",14821,,
"32","32","1","Mehed ja naised","1955","1955",16420,,
"32","32","1","Mehed ja naised","1956","1956",17827,,
"32","32","1","Mehed ja naised","1957","1957",17437,,
"32","32","1","Mehed ja naised","1958","1958",18090,,
"32","32","1","Mehed ja naised","1959","1959",20035,,
"32","32","1","Mehed ja naised","1960","1960",20009,,
"32","32","1","Mehed ja naised","1961","1961",22220,,
"32","32","1","Mehed ja naised","1962","1962",20843,,
"32","32","1","Mehed ja naised","1963","1963",22227,,
"32","32","1","Mehed ja naised","1964","1964",21350,,
"32","32","1","Mehed ja naised","1965","1965",21679,,
"32","32","1","Mehed ja naised","1966","1966",19539,,
"32","32","1","Mehed ja naised","1967","1967",19212,,
"32","32","1","Mehed ja naised","1968","1968",20257,,
"32","32","1","Mehed ja naised","1969","1969",21412,,
"32","32","1","Mehed ja naised","1970","1970",23272,,
"32","32","1","Mehed ja naised","1971","1971",22834,,
"32","32","1","Mehed ja naised","1972","1972",23173,,
"32","32","1","Mehed ja naised","1973","1973",21299,,
"32","32","1","Mehed ja naised","1974","1974",23747,,
"32","32","1","Mehed ja naised","1975","1975",19057,,
"32","32","1","Mehed ja naised","1976","1976",15993,,
"32","32","1","Mehed ja naised","1977","1977",16220,,
"32","32","1","Mehed ja naised","1978","1978",16306,,
"32","32","1","Mehed ja naised","1979","1979",20436,,
"32","32","1","Mehed ja naised","1980","1980",21174,,
"32","32","1","Mehed ja naised","1981","1981",22612,,
"32","32","1","Mehed ja naised","1982","1982",23673,,
"32","32","1","Mehed ja naised","1983","1983",22532,,
"32","32","1","Mehed ja naised","1984","1984",23332,,
"32","32","1","Mehed ja naised","1985","1985",23312,,
"32","32","1","Mehed ja naised","1986","1986",23015,,
"32","32","1","Mehed ja naised","1987","1987",24340,,
"32","32","1","Mehed ja naised","1988","1988",24652,,
"32","32","1","Mehed ja naised","1989","1989",24041,,
"32","32","1","Mehed ja naised","1990","1990",23952,,
"32","32","1","Mehed ja naised","1991","1991",24039,,
"32","32","1","Mehed ja naised","1992","1992",23755,,
"32","32","1","Mehed ja naised","1993","1993",23006,,
"32","32","1","Mehed ja naised","1994","1994",22117,,
"32","32","1","Mehed ja naised","1995","1995",20909,,
"32","32","1","Mehed ja naised","1996","1996",19437,,
"32","32","1","Mehed ja naised","1997","1997",19062,,
"32","32","1","Mehed ja naised","1998","1998",18026,,
"32","32","1","Mehed ja naised","1999","1999",17441,,
"41","41","3","Naised","1950","1950",9195,,
"41","41","3","Naised","1951","1951",8894,,
"41","41","3","Naised","1952","1952",9867,,
"41","41","3","Naised","1953","1953",8966,,
"41","41","3","Naised","1954","1954",9273,,
"41","41","3","Naised","1955","1955",9149,,
"41","41","3","Naised","1956","1956",8771,,
"41","41","3","Naised","1957","1957",7631,,
"41","41","3","Naised","1958","1958",6707,,
"41","41","3","Naised","1959","1959",5471,,
"41","41","3","Naised","1960","1960",7785,,
"41","41","3","Naised","1961","1961",6850,,
"41","41","3","Naised","1962","1962",8084,,
"41","41","3","Naised","1963","1963",9129,,
"41","41","3","Naised","1964","1964",10113,,
"41","41","3","Naised","1965","1965",10746,,
"41","41","3","Naised","1966","1966",10865,,
"41","41","3","Naised","1967","1967",10827,,
"41","41","3","Naised","1968","1968",11227,,
"41","41","3","Naised","1969","1969",11221,,
"41","41","3","Naised","1970","1970",11691,,
"41","41","3","Naised","1971","1971",11315,,
"41","41","3","Naised","1972","1972",11450,,
"41","41","3","Naised","1973","1973",11109,,
"41","41","3","Naised","1974","1974",11317,,
"41","41","3","Naised","1975","1975",10061,,
"41","41","3","Naised","1976","1976",9829,,
"41","41","3","Naised","1977","1977",10266,,
"41","41","3","Naised","1978","1978",11219,,
"41","41","3","Naised","1979","1979",11889,,
"41","41","3","Naised","1980","1980",11740,,
"41","41","3","Naised","1981","1981",11501,,
"41","41","3","Naised","1982","1982",10494,,
"41","41","3","Naised","1983","1983",11931,,
"41","41","3","Naised","1984","1984",9421,,
"41","41","3","Naised","1985","1985",7971,,
"41","41","3","Naised","1986","1986",8040,,
"41","41","3","Naised","1987","1987",8268,,
"41","41","3","Naised","1988","1988",10286,,
"41","41","3","Naised","1989","1989",10824,,
"41","41","3","Naised","1990","1990",11340,,
"41","41","3","Naised","1991","1991",11853,,
"41","41","3","Naised","1992","1992",11112,,
"41","41","3","Naised","1993","1993",11253,,
"41","41","3","Naised","1994","1994",10953,,
"41","41","3","Naised","1995","1995",10390,,
"41","41","3","Naised","1996","1996",10844,,
"41","41","3","Naised","1997","1997",10878,,
"41","41","3","Naised","1998","1998",10417,,
"41","41","3","Naised","1999","1999",10380,,
"71","71","2","Mehed","1950","1950",2173,,
"71","71","2","Mehed","1951","1951",2203,,
"71","71","2","Mehed","1952","1952",2272,,
"71","71","2","Mehed","1953","1953",2104,,
"71","71","2","Mehed","1954","1954",2280,,
"71","71","2","Mehed","1955","1955",2361,,
"71","71","2","Mehed","1956","1956",2340,,
"71","71","2","Mehed","1957","1957",2369,,
"71","71","2","Mehed","1958","1958",2415,,
"71","71","2","Mehed","1959","1959",2247,,
"71","71","2","Mehed","1960","1960",2594,,
"71","71","2","Mehed","1961","1961",2493,,
"71","71","2","Mehed","1962","1962",2686,,
"71","71","2","Mehed","1963","1963",2587,,
"71","71","2","Mehed","1964","1964",2567,,
"71","71","2","Mehed","1965","1965",2444,,
"71","71","2","Mehed","1966","1966",2539,,
"71","71","2","Mehed","1967","1967",2686,,
"71","71","2","Mehed","1968","1968",2640,,
"71","71","2","Mehed","1969","1969",2858,,
"71","71","2","Mehed","1970","1970",2917,,
"71","71","2","Mehed","1971","1971",3079,,
"71","71","2","Mehed","1972","1972",3117,,
"71","71","2","Mehed","1973","1973",3288,,
"71","71","2","Mehed","1974","1974",3678,,
"71","71","2","Mehed","1975","1975",3647,,
"71","71","2","Mehed","1976","1976",3589,,
"71","71","2","Mehed","1977","1977",3409,,
"71","71","2","Mehed","1978","1978",3738,,
"71","71","2","Mehed","1979","1979",3587,,
"71","71","2","Mehed","1980","1980",3516,,
"71","71","2","Mehed","1981","1981",3622,,
"71","71","2","Mehed","1982","1982",3621,,
"71","71","2","Mehed","1983","1983",3751,,
"71","71","2","Mehed","1984","1984",3845,,
"71","71","2","Mehed","1985","1985",3535,,
"71","71","2","Mehed","1986","1986",3598,,
"71","71","2","Mehed","1987","1987",3139,,
"71","71","2","Mehed","1988","1988",2516,,
"71","71","2","Mehed","1989","1989",2130,,
"71","71","2","Mehed","1990","1990",3103,,
"71","71","2","Mehed","1991","1991",2657,,
"71","71","2","Mehed","1992","1992",2862,,
"71","71","2","Mehed","1993","1993",3268,,
"71","71","2","Mehed","1994","1994",3277,,
"71","71","2","Mehed","1995","1995",3542,,
"71","71","2","Mehed","1996","1996",3535,,
"71","71","2","Mehed","1997","1997",3642,,
"71","71","2","Mehed","1998","1998",4071,,
"71","71","2","Mehed","1999","1999",4805,,
"14","14","2","Mehed","1950","1950",7226,,
"14","14","2","Mehed","1951","1951",8033,,
"14","14","2","Mehed","1952","1952",9525,,
"14","14","2","Mehed","1953","1953",9379,,
"14","14","2","Mehed","1954","1954",8769,,
"14","14","2","Mehed","1955","1955",8510,,
"14","14","2","Mehed","1956","1956",9524,,
"14","14","2","Mehed","1957","1957",7838,,
"14","14","2","Mehed","1958","1958",6956,,
"14","14","2","Mehed","1959","1959",7001,,
"14","14","2","Mehed","1960","1960",7193,,
"14","14","2","Mehed","1961","1961",8517,,
"14","14","2","Mehed","1962","1962",8980,,
"14","14","2","Mehed","1963","1963",9559,,
"14","14","2","Mehed","1964","1964",9859,,
"14","14","2","Mehed","1965","1965",9459,,
"14","14","2","Mehed","1966","1966",10020,,
"14","14","2","Mehed","1967","1967",9885,,
"14","14","2","Mehed","1968","1968",9539,,
"14","14","2","Mehed","1969","1969",10211,,
"14","14","2","Mehed","1970","1970",10216,,
"14","14","2","Mehed","1971","1971",9915,,
"14","14","2","Mehed","1972","1972",10221,,
"14","14","2","Mehed","1973","1973",10421,,
"14","14","2","Mehed","1974","1974",10845,,
"14","14","2","Mehed","1975","1975",10968,,
"14","14","2","Mehed","1976","1976",10649,,
"14","14","2","Mehed","1977","1977",10871,,
"14","14","2","Mehed","1978","1978",10303,,
"14","14","2","Mehed","1979","1979",10266,,
"14","14","2","Mehed","1980","1980",9680,,
"14","14","2","Mehed","1981","1981",9716,,
"14","14","2","Mehed","1982","1982",9579,,
"14","14","2","Mehed","1983","1983",10622,,
"14","14","2","Mehed","1984","1984",10794,,
"14","14","2","Mehed","1985","1985",11258,,
"14","14","2","Mehed","1986","1986",11628,,
"14","14","2","Mehed","1987","1987",11817,,
"14","14","2","Mehed","1988","1988",11372,,
"14","14","2","Mehed","1989","1989",11047,,
"14","14","2","Mehed","1990","1990",11211,,
"14","14","2","Mehed","1991","1991",11281,,
"14","14","2","Mehed","1992","1992",11330,,
"14","14","2","Mehed","1993","1993",10736,,
"14","14","2","Mehed","1994","1994",10552,,
"14","14","2","Mehed","1995","1995",10493,,
"14","14","2","Mehed","1996","1996",10770,,
"14","14","2","Mehed","1997","1997",10554,,
"14","14","2","Mehed","1998","1998",10999,,
"14","14","2","Mehed","1999","1999",10906,,
"49","49","1","Mehed ja naised","1950","1950",15108,,
"49","49","1","Mehed ja naised","1951","1951",13404,,
"49","49","1","Mehed ja naised","1952","1952",14686,,
"49","49","1","Mehed ja naised","1953","1953",14945,,
"49","49","1","Mehed ja naised","1954","1954",14790,,
"49","49","1","Mehed ja naised","1955","1955",14346,,
"49","49","1","Mehed ja naised","1956","1956",15637,,
"49","49","1","Mehed ja naised","1957","1957",14332,,
"49","49","1","Mehed ja naised","1958","1958",15149,,
"49","49","1","Mehed ja naised","1959","1959",14976,,
"49","49","1","Mehed ja naised","1960","1960",16299,,
"49","49","1","Mehed ja naised","1961","1961",15140,,
"49","49","1","Mehed ja naised","1962","1962",15688,,
"49","49","1","Mehed ja naised","1963","1963",15135,,
"49","49","1","Mehed ja naised","1964","1964",14964,,
"49","49","1","Mehed ja naised","1965","1965",12886,,
"49","49","1","Mehed ja naised","1966","1966",10887,,
"49","49","1","Mehed ja naised","1967","1967",9487,,
"49","49","1","Mehed ja naised","1968","1968",12861,,
"49","49","1","Mehed ja naised","1969","1969",12056,,
"49","49","1","Mehed ja naised","1970","1970",12929,,
"49","49","1","Mehed ja naised","1971","1971",15275,,
"49","49","1","Mehed ja naised","1972","1972",16481,,
"49","49","1","Mehed ja naised","1973","1973",17475,,
"49","49","1","Mehed ja naised","1974","1974",17910,,
"49","49","1","Mehed ja naised","1975","1975",18050,,
"49","49","1","Mehed ja naised","1976","1976",19345,,
"49","49","1","Mehed ja naised","1977","1977",20973,,
"49","49","1","Mehed ja naised","1978","1978",21447,,
"49","49","1","Mehed ja naised","1979","1979",20497,,
"49","49","1","Mehed ja naised","1980","1980",21269,,
"49","49","1","Mehed ja naised","1981","1981",20523,,
"49","49","1","Mehed ja naised","1982","1982",20695,,
"49","49","1","Mehed ja naised","1983","1983",18389,,
"49","49","1","Mehed ja naised","1984","1984",17922,,
"49","49","1","Mehed ja naised","1985","1985",19258,,
"49","49","1","Mehed ja naised","1986","1986",20252,,
"49","49","1","Mehed ja naised","1987","1987",21969,,
"49","49","1","Mehed ja naised","1988","1988",21590,,
"49","49","1","Mehed ja naised","1989","1989",21227,,
"49","49","1","Mehed ja naised","1990","1990",19667,,
"49","49","1","Mehed ja naised","1991","1991",22127,,
"49","49","1","Mehed ja naised","1992","1992",17523,,
"49","49","1","Mehed ja naised","1993","1993",14502,,
"49","49","1","Mehed ja naised","1994","1994",14254,,
"49","49","1","Mehed ja naised","1995","1995",14399,,
"49","49","1","Mehed ja naised","1996","1996",17340,,
"49","49","1","Mehed ja naised","1997","1997",18263,,
"49","49","1","Mehed ja naised","1998","1998",18550,,
"49","49","1","Mehed ja naised","1999","1999",19576,,
"4","4","1","Mehed ja naised","1950","1950",13620,,
"4","4","1","Mehed ja naised","1951","1951",16735,,
"4","4","1","Mehed ja naised","1952","1952",17211,,
"4","4","1","Mehed ja naised","1953","1953",18368,,
"4","4","1","Mehed ja naised","1954","1954",18546,,
"4","4","1","Mehed ja naised","1955","1955",17962,,
"4","4","1","Mehed ja naised","1956","1956",18586,,
"4","4","1","Mehed ja naised","1957","1957",19146,,
"4","4","1","Mehed ja naised","1958","1958",18568,,
"4","4","1","Mehed ja naised","1959","1959",19607,,
"4","4","1","Mehed ja naised","1960","1960",19655,,
"4","4","1","Mehed ja naised","1961","1961",18704,,
"4","4","1","Mehed ja naised","1962","1962",18685,,
"4","4","1","Mehed ja naised","1963","1963",19346,,
"4","4","1","Mehed ja naised","1964","1964",20062,,
"4","4","1","Mehed ja naised","1965","1965",20457,,
"4","4","1","Mehed ja naised","1966","1966",20553,,
"4","4","1","Mehed ja naised","1967","1967",20333,,
"4","4","1","Mehed ja naised","1968","1968",19480,,
"4","4","1","Mehed ja naised","1969","1969",19917,,
"4","4","1","Mehed ja naised","1970","1970",19022,,
"4","4","1","Mehed ja naised","1971","1971",18990,,
"4","4","1","Mehed ja naised","1972","1972",19064,,
"4","4","1","Mehed ja naised","1973","1973",20444,,
"4","4","1","Mehed ja naised","1974","1974",20412,,
"4","4","1","Mehed ja naised","1975","1975",21957,,
"4","4","1","Mehed ja naised","1976","1976",22181,,
"4","4","1","Mehed ja naised","1977","1977",22300,,
"4","4","1","Mehed ja naised","1978","1978",21485,,
"4","4","1","Mehed ja naised","1979","1979",21806,,
"4","4","1","Mehed ja naised","1980","1980",21756,,
"4","4","1","Mehed ja naised","1981","1981",22066,,
"4","4","1","Mehed ja naised","1982","1982",22383,,
"4","4","1","Mehed ja naised","1983","1983",22021,,
"4","4","1","Mehed ja naised","1984","1984",22197,,
"4","4","1","Mehed ja naised","1985","1985",22634,,
"4","4","1","Mehed ja naised","1986","1986",23034,,
"4","4","1","Mehed ja naised","1987","1987",23339,,
"4","4","1","Mehed ja naised","1988","1988",24365,,
"4","4","1","Mehed ja naised","1989","1989",24328,,
"4","4","1","Mehed ja naised","1990","1990",23886,,
"4","4","1","Mehed ja naised","1991","1991",23773,,
"4","4","1","Mehed ja naised","1992","1992",24428,,
"4","4","1","Mehed ja naised","1993","1993",23407,,
"4","4","1","Mehed ja naised","1994","1994",22381,,
"4","4","1","Mehed ja naised","1995","1995",20504,,
"4","4","1","Mehed ja naised","1996","1996",17773,,
"4","4","1","Mehed ja naised","1997","1997",16863,,
"4","4","1","Mehed ja naised","1998","1998",14317,,
"4","4","1","Mehed ja naised","1999","1999",13329,,
"59","59","2","Mehed","1950","1950",4201,,
"59","59","2","Mehed","1951","1951",3999,,
"59","59","2","Mehed","1952","1952",3921,,
"59","59","2","Mehed","1953","1953",3817,,
"59","59","2","Mehed","1954","1954",3805,,
"59","59","2","Mehed","1955","1955",4036,,
"59","59","2","Mehed","1956","1956",4241,,
"59","59","2","Mehed","1957","1957",4076,,
"59","59","2","Mehed","1958","1958",4627,,
"59","59","2","Mehed","1959","1959",4641,,
"59","59","2","Mehed","1960","1960",5096,,
"59","59","2","Mehed","1961","1961",4886,,
"59","59","2","Mehed","1962","1962",5510,,
"59","59","2","Mehed","1963","1963",5478,,
"59","59","2","Mehed","1964","1964",5473,,
"59","59","2","Mehed","1965","1965",5249,,
"59","59","2","Mehed","1966","1966",5783,,
"59","59","2","Mehed","1967","1967",5517,,
"59","59","2","Mehed","1968","1968",5256,,
"59","59","2","Mehed","1969","1969",5564,,
"59","59","2","Mehed","1970","1970",5634,,
"59","59","2","Mehed","1971","1971",5748,,
"59","59","2","Mehed","1972","1972",5815,,
"59","59","2","Mehed","1973","1973",5467,,
"59","59","2","Mehed","1974","1974",5609,,
"59","59","2","Mehed","1975","1975",4841,,
"59","59","2","Mehed","1976","1976",3892,,
"59","59","2","Mehed","1977","1977",3447,,
"59","59","2","Mehed","1978","1978",4880,,
"59","59","2","Mehed","1979","1979",4302,,
"59","59","2","Mehed","1980","1980",4601,,
"59","59","2","Mehed","1981","1981",5218,,
"59","59","2","Mehed","1982","1982",5486,,
"59","59","2","Mehed","1983","1983",5860,,
"59","59","2","Mehed","1984","1984",5971,,
"59","59","2","Mehed","1985","1985",6191,,
"59","59","2","Mehed","1986","1986",7076,,
"59","59","2","Mehed","1987","1987",8400,,
"59","59","2","Mehed","1988","1988",8103,,
"59","59","2","Mehed","1989","1989",7969,,
"59","59","2","Mehed","1990","1990",8433,,
"59","59","2","Mehed","1991","1991",8058,,
"59","59","2","Mehed","1992","1992",8060,,
"59","59","2","Mehed","1993","1993",7051,,
"59","59","2","Mehed","1994","1994",6835,,
"59","59","2","Mehed","1995","1995",7320,,
"59","59","2","Mehed","1996","1996",7459,,
"59","59","2","Mehed","1997","1997",7917,,
"59","59","2","Mehed","1998","1998",7774,,
"59","59","2","Mehed","1999","1999",7627,,
"DBL4","2","2","Mehed","1950","1950",8750,,
"DBL4","2","2","Mehed","1951","1951",9346,,
"DBL4","2","2","Mehed","1952","1952",9413,,
"DBL4","2","2","Mehed","1953","1953",9149,,
"DBL4","2","2","Mehed","1954","1954",9552,,
"DBL4","2","2","Mehed","1955","1955",9814,,
"DBL4","2","2","Mehed","1956","1956",9534,,
"DBL4","2","2","Mehed","1957","1957",10006,,
"DBL4","2","2","Mehed","1958","1958",10021,,
"DBL4","2","2","Mehed","1959","1959",9548,,
"DBL4","2","2","Mehed","1960","1960",9533,,
"DBL4","2","2","Mehed","1961","1961",9804,,
"DBL4","2","2","Mehed","1962","1962",10095,,
"DBL4","2","2","Mehed","1963","1963",10343,,
"DBL4","2","2","Mehed","1964","1964",10285,,
"DBL4","2","2","Mehed","1965","1965",10500,,
"DBL4","2","2","Mehed","1966","1966",9949,,
"DBL4","2","2","Mehed","1967","1967",10274,,
"DBL4","2","2","Mehed","1968","1968",9606,,
"DBL4","2","2","Mehed","1969","1969",9579,,
"DBL4","2","2","Mehed","1970","1970",9552,,
"DBL4","2","2","Mehed","1971","1971",10363,,
"DBL4","2","2","Mehed","1972","1972",10256,,
"DBL4","2","2","Mehed","1973","1973",11091,,
"DBL4","2","2","Mehed","1974","1974",11405,,
"DBL4","2","2","Mehed","1975","1975",11320,,
"DBL4","2","2","Mehed","1976","1976",10965,,
"DBL4","2","2","Mehed","1977","1977",11041,,
"DBL4","2","2","Mehed","1978","1978",11088,,
"DBL4","2","2","Mehed","1979","1979",11080,,
"DBL4","2","2","Mehed","1980","1980",11393,,
"DBL4","2","2","Mehed","1981","1981",11021,,
"DBL4","2","2","Mehed","1982","1982",11388,,
"DBL4","2","2","Mehed","1983","1983",11512,,
"DBL4","2","2","Mehed","1984","1984",11818,,
"DBL4","2","2","Mehed","1985","1985",11762,,
"DBL4","2","2","Mehed","1986","1986",12337,,
"DBL4","2","2","Mehed","1987","1987",12274,,
"DBL4","2","2","Mehed","1988","1988",12083,,
"DBL4","2","2","Mehed","1989","1989",12285,,
"DBL4","2","2","Mehed","1990","1990",12786,,
"DBL4","2","2","Mehed","1991","1991",12300,,
"DBL4","2","2","Mehed","1992","1992",12179,,
"DBL4","2","2","Mehed","1993","1993",10941,,
"DBL4","2","2","Mehed","1994","1994",9342,,
"DBL4","2","2","Mehed","1995","1995",8788,,
"DBL4","2","2","Mehed","1996","1996",7505,,
"DBL4","2","2","Mehed","1997","1997",6859,,
"DBL4","2","2","Mehed","1998","1998",6620,,
"DBL4","2","2","Mehed","1999","1999",6536,,
"61","61","1","Mehed ja naised","1950","1950",10487,,
"61","61","1","Mehed ja naised","1951","1951",9941,,
"61","61","1","Mehed ja naised","1952","1952",10637,,
"61","61","1","Mehed ja naised","1953","1953",10316,,
"61","61","1","Mehed ja naised","1954","1954",10502,,
"61","61","1","Mehed ja naised","1955","1955",10577,,
"61","61","1","Mehed ja naised","1956","1956",10207,,
"61","61","1","Mehed ja naised","1957","1957",11179,,
"61","61","1","Mehed ja naised","1958","1958",11273,,
"61","61","1","Mehed ja naised","1959","1959",10710,,
"61","61","1","Mehed ja naised","1960","1960",12371,,
"61","61","1","Mehed ja naised","1961","1961",12080,,
"61","61","1","Mehed ja naised","1962","1962",13745,,
"61","61","1","Mehed ja naised","1963","1963",12500,,
"61","61","1","Mehed ja naised","1964","1964",13659,,
"61","61","1","Mehed ja naised","1965","1965",13697,,
"61","61","1","Mehed ja naised","1966","1966",13663,,
"61","61","1","Mehed ja naised","1967","1967",13296,,
"61","61","1","Mehed ja naised","1968","1968",14233,,
"61","61","1","Mehed ja naised","1969","1969",14082,,
"61","61","1","Mehed ja naised","1970","1970",13467,,
"61","61","1","Mehed ja naised","1971","1971",14178,,
"61","61","1","Mehed ja naised","1972","1972",14575,,
"61","61","1","Mehed ja naised","1973","1973",14361,,
"61","61","1","Mehed ja naised","1974","1974",14707,,
"61","61","1","Mehed ja naised","1975","1975",13873,,
"61","61","1","Mehed ja naised","1976","1976",14078,,
"61","61","1","Mehed ja naised","1977","1977",11834,,
"61","61","1","Mehed ja naised","1978","1978",9788,,
"61","61","1","Mehed ja naised","1979","1979",8679,,
"61","61","1","Mehed ja naised","1980","1980",11884,,
"61","61","1","Mehed ja naised","1981","1981",10751,,
"61","61","1","Mehed ja naised","1982","1982",11548,,
"61","61","1","Mehed ja naised","1983","1983",13840,,
"61","61","1","Mehed ja naised","1984","1984",14746,,
"61","61","1","Mehed ja naised","1985","1985",15578,,
"61","61","1","Mehed ja naised","1986","1986",15683,,
"61","61","1","Mehed ja naised","1987","1987",15971,,
"61","61","1","Mehed ja naised","1988","1988",17222,,
"61","61","1","Mehed ja naised","1989","1989",18329,,
"61","61","1","Mehed ja naised","1990","1990",18555,,
"61","61","1","Mehed ja naised","1991","1991",17653,,
"61","61","1","Mehed ja naised","1992","1992",18338,,
"61","61","1","Mehed ja naised","1993","1993",17549,,
"61","61","1","Mehed ja naised","1994","1994",17559,,
"61","61","1","Mehed ja naised","1995","1995",15326,,
"61","61","1","Mehed ja naised","1996","1996",14814,,
"61","61","1","Mehed ja naised","1997","1997",15855,,
"61","61","1","Mehed ja naised","1998","1998",16390,,
"61","61","1","Mehed ja naised","1999","1999",17742,,
"72","72","3","Naised","1950","1950",3862,,
"72","72","3","Naised","1951","1951",4054,,
"72","72","3","Naised","1952","1952",4168,,
"72","72","3","Naised","1953","1953",4376,,
"72","72","3","Naised","1954","1954",4071,,
"72","72","3","Naised","1955","1955",4403,,
"72","72","3","Naised","1956","1956",4663,,
"72","72","3","Naised","1957","1957",4752,,
"72","72","3","Naised","1958","1958",5006,,
