,timestamp,id,link,caption,author,network,likes
0,8/1/16 20:56,1742494,http://imgur.com/a/lNHED,"Son killed by\n country, in a\n in a\n war started by\n -puppet Hillary Clinton.\n usl\n Dad is member of terrorist\n Mu\n Brotherhood.\n THE\n UNITED STATES\n CONSTITUTION\n DNALD TRUMP.\n Blame anti-Ira\n ABSOLUTE\n AY HALAL\n FreedomPost or",forwardsfromgrandma,imgur,-20
1,6/8/16 1:38,741754,http://imgur.com/qkpY5by,THERE'S ONLY ONE GENDER\n TRUMP IS A HERO\n VEGANS ARE ALL CHRISTIAN\n MUSLIMS ARE ALL TERRORISTS\n NICKELBACK IS AMAZING.\n on Inngur,shittyadviceanimals,imgur,-18
2,9/5/16 13:51,2278706,http://imgur.com/a/Cm6ls,"TRUMP LOVES TRUMP, AND\n DOES WHAT HIS FOLLOWERS\n LOVE SO THEY LOVE HIM MORE\n MAYBE IF SANE PEOPLE EMBRACED\n TRUMP WE WOULD GET\n A BETTERTRUMP IT WOULD AT\n LEAST BE BETTER THAN HILLARY",politicalhumor,imgur,-17
3,9/27/16 23:21,2576782,http://imgur.com/X6zBaIM,Hey Trump! How did you cacth\n up to me in the polls?\n Ha! They didnt care then\n and they wont care now\n Same way got here now. By not\n cheating the amirican publi\n RICA USA NOT A\n SOCIALIST COUNT RX\n m or not TRUMP\n ALL WE,politicalhumor,imgur,-14
4,4/20/16 20:07,316381,http://imgur.com/LgPKrP1,WANTED TRUMP FOR\n PRESIDENT\n TRUMPIKICKED HIM OUT AS\n FIRST ACTION,,imgur,-14
